"","LATITUDE","LONGITUDE","BlockGroup","VALP","sqrtIncome","hhSize","singleParent"
"1",38.882981,-77.109115,1014034,303.4,633.796790940993,1,"FALSE"
"2",38.882981,-77.109115,1014034,303.4,122.783829934905,1,"FALSE"
"3",38.882981,-77.109115,1014034,305.4,282.94686013267,2,"FALSE"
"4",38.882981,-77.109115,1014034,305.4,412.521457107359,1,"FALSE"
"5",38.882981,-77.109115,1014034,305.4,583.475635008911,2,"FALSE"
"6",38.882981,-77.109115,1014034,305.4,395.426383299799,2,"FALSE"
"7",38.882981,-77.109115,1014034,305.4,404.856464744953,2,"FALSE"
"8",38.882981,-77.109115,1014034,305.4,261.495041938481,3,"FALSE"
"9",38.882981,-77.109115,1014034,305.4,427.19118419105,4,"FALSE"
"10",38.882981,-77.109115,1014034,305.4,500.166549209229,1,"FALSE"
"11",38.882981,-77.109115,1014034,305.4,397.949808768378,2,"FALSE"
"12",38.882981,-77.109115,1014034,346.6,540.829988850077,4,"FALSE"
"13",38.882981,-77.109115,1014034,318.9,341.201972778615,1,"FALSE"
"14",38.882981,-77.109115,1014034,317.3,53.3649784042977,1,"FALSE"
"15",38.882981,-77.109115,1014034,304.9,230.14614270237,1,"FALSE"
"16",38.882981,-77.109115,1014034,304.9,188.749432184892,2,"FALSE"
"17",38.882981,-77.109115,1014034,340.9,507.322194493389,1,"FALSE"
"18",38.882981,-77.109115,1014034,317.4,300.418527921125,2,"FALSE"
"19",38.882981,-77.109115,1014034,340.9,385.061676482016,2,"FALSE"
"20",38.882981,-77.109115,1014034,304.9,372.163338638504,1,"FALSE"
"21",38.882981,-77.109115,1014034,304.9,581.335920112192,2,"FALSE"
"22",38.882981,-77.109115,1014034,306.9,458.701141001818,1,"FALSE"
"23",38.882981,-77.109115,1014034,306.9,448.89037769665,3,"FALSE"
"24",38.882981,-77.109115,1014034,306.9,336.905237321689,3,"FALSE"
"25",38.882981,-77.109115,1014034,306.9,500.907337720927,1,"FALSE"
"26",38.882981,-77.109115,1014034,306.9,286.389216382884,1,"FALSE"
"27",38.882981,-77.109115,1014034,306.9,392.190564609584,1,"FALSE"
"28",38.882981,-77.109115,1014034,306.9,149.636164902089,3,"FALSE"
"29",38.882981,-77.109115,1014034,306.9,265.525216024892,1,"FALSE"
"30",38.882981,-77.109115,1014034,315,701.594500999426,1,"FALSE"
"31",38.882981,-77.109115,1014034,320.4,112.254842576503,1,"FALSE"
"32",38.882981,-77.109115,1014034,318.8,225.936451600332,4,"FALSE"
"33",38.882981,-77.109115,1014034,306.4,448.612391963189,3,"FALSE"
"34",38.882981,-77.109115,1014034,306.4,282.198235542866,1,"FALSE"
"35",38.882981,-77.109115,1014034,342.4,411.064043437365,2,"FALSE"
"36",38.882981,-77.109115,1014034,318.2,491.027567273337,1,"FALSE"
"37",38.882981,-77.109115,1014034,342.4,662.495994183654,2,"FALSE"
"38",38.882981,-77.109115,1014034,306.4,328.179826894101,3,"FALSE"
"39",38.882981,-77.109115,1014034,306.4,455.713153992249,3,"FALSE"
"40",38.882981,-77.109115,1014034,308.4,332.044401308836,1,"FALSE"
"41",38.882981,-77.109115,1014034,308.4,318.005406850437,1,"FALSE"
"42",38.882981,-77.109115,1014034,308.4,418.246245672392,1,"FALSE"
"43",38.882981,-77.109115,1014034,308.4,302.318651831233,4,"FALSE"
"44",38.882981,-77.109115,1014034,308.4,290.976663647316,3,"FALSE"
"45",38.882981,-77.109115,1014034,308.4,436.976158525641,2,"FALSE"
"46",38.882981,-77.109115,1014034,308.4,210.399140087277,1,"FALSE"
"47",38.882981,-77.109115,1014034,308.4,28.6626473331516,1,"FALSE"
"48",38.882981,-77.109115,1014034,316.5,226.928192761852,1,"FALSE"
"49",38.882981,-77.109115,1014034,321.9,385.0772293953,4,"FALSE"
"50",38.882981,-77.109115,1014034,320.3,380.244760171186,2,"FALSE"
"51",38.882981,-77.109115,1014034,308.4,424.324092881334,1,"FALSE"
"52",38.882981,-77.109115,1014034,308.4,452.48588020879,2,"FALSE"
"53",38.882981,-77.109115,1014034,344.4,95.8024897493176,1,"FALSE"
